Player,Pos,Tm,G,FG,FGA,PTS,Win_Shares,season
Kyrie Irving,SG,DAL,58,9.7,19.5,25.6,,2023-24
Ja Morant,PG,MEM,9,8.9,18.9,25.1,,2023-24
Anthony Davis,C,LAL,76,9.4,16.9,24.7,,2023-24
Damian Lillard,PG,MIL,73,7.4,17.5,24.3,,2023-24
DeMar DeRozan,SF,CHI,79,8.2,17.2,24,,2023-24
Julius Randle,PF,NYK,46,8.6,18.2,24,,2023-24
LaMelo Ball,PG,CHO,22,8.3,19.2,23.9,,2023-24
Desmond Bane,SG,MEM,42,8.6,18.5,23.7,,2023-24
Kawhi Leonard,SF,LAC,68,9,17.1,23.7,,2023-24
Lauri Markkanen,PF,UTA,55,7.8,16.2,23.2,,2023-24
Jaylen Brown,SF,BOS,70,9,17.9,23,,2023-24
Zion Williamson,PF,NOP,70,8.9,15.6,22.9,,2023-24
Cade Cunningham,PG,DET,62,8.5,18.8,22.7,,2023-24
Paolo Banchero,PF,ORL,80,8,17.6,22.6,,2023-24
Paul George,PF,LAC,74,7.9,16.7,22.6,,2023-24
Anfernee Simons,SG,POR,46,7.8,18.2,22.6,,2023-24
Jaren Jackson Jr.,C,MEM,66,7.8,17.6,22.5,,2023-24
Dejounte Murray,SG,ATL,78,8.6,18.8,22.5,,2023-24
Cam Thomas,SG,BRK,66,8,18,22.5,,2023-24
Kyle Kuzma,PF,WAS,70,8.7,18.8,22.2,,2023-24
Karl-Anthony Towns,PF,MIN,62,7.7,15.3,21.8,,2023-24
Pascal Siakam,PF,2TM,80,8.5,15.9,21.7,,2023-24
Pascal Siakam,PF,2TM,80,8.5,15.9,21.7,,2023-24
Pascal Siakam,PF,2TM,80,8.5,15.9,21.7,,2023-24
Pascal Siakam,PF,TOR,39,8.3,16,22.2,,2023-24
Pascal Siakam,PF,TOR,39,8.3,16,22.2,,2023-24
Pascal Siakam,PF,TOR,39,8.3,16,22.2,,2023-24
Pascal Siakam,PF,IND,41,8.7,15.8,21.3,,2023-24
Pascal Siakam,PF,IND,41,8.7,15.8,21.3,,2023-24
Pascal Siakam,PF,IND,41,8.7,15.8,21.3,,2023-24
Victor Wembanyama,C,SAS,71,7.8,16.7,21.4,,2023-24
Jamal Murray,PG,DEN,59,8,16.7,21.2,,2023-24
Alperen Şengün,C,HOU,63,8.4,15.6,21.1,,2023-24
Miles Bridges,SF,CHO,69,8.1,17.5,21,,2023-24
Jerami Grant,PF,POR,54,7.1,15.7,21,,2023-24
Jimmy Butler,PF,MIA,60,6.6,13.2,20.8,,2023-24
Tyler Herro,SG,MIA,42,7.7,17.5,20.8,,2023-24
Brandon Ingram,SF,NOP,64,7.8,15.9,20.8,,2023-24
RJ Barrett,SG,2TM,58,7.5,15.2,20.2,,2023-24
RJ Barrett,SG,2TM,58,7.5,15.2,20.2,,2023-24
RJ Barrett,SG,2TM,58,7.5,15.2,20.2,,2023-24
RJ Barrett,SG,NYK,26,6.3,14.9,18.2,,2023-24
RJ Barrett,SG,NYK,26,6.3,14.9,18.2,,2023-24
RJ Barrett,SG,NYK,26,6.3,14.9,18.2,,2023-24
RJ Barrett,SG,TOR,32,8.5,15.4,21.8,,2023-24
RJ Barrett,SG,TOR,32,8.5,15.4,21.8,,2023-24
RJ Barrett,SG,TOR,32,8.5,15.4,21.8,,2023-24
Tyrese Haliburton,PG,IND,69,7.2,15.2,20.1,,2023-24
Kristaps Porziņģis,C,BOS,57,6.8,13.2,20.1,,2023-24
CJ McCollum,PG,NOP,66,7.3,16,20,,2023-24
Scottie Barnes,SG,TOR,60,7.5,15.7,19.9,,2023-24
Terry Rozier,SG,2TM,61,7.2,16.4,19.8,,2023-24
Terry Rozier,SG,2TM,61,7.2,16.4,19.8,,2023-24
Terry Rozier,SG,2TM,61,7.2,16.4,19.8,,2023-24
Terry Rozier,SG,CHO,30,8.4,18.3,23.2,,2023-24
Terry Rozier,SG,CHO,30,8.4,18.3,23.2,,2023-24
Terry Rozier,SG,CHO,30,8.4,18.3,23.2,,2023-24
Terry Rozier,PG,MIA,31,6.1,14.5,16.4,,2023-24
Terry Rozier,PG,MIA,31,6.1,14.5,16.4,,2023-24
Terry Rozier,PG,MIA,31,6.1,14.5,16.4,,2023-24
Franz Wagner,SF,ORL,72,7.3,15.2,19.7,,2023-24
Mikal Bridges,SF,BRK,82,6.9,15.8,19.6,,2023-24
Jalen Green,SG,HOU,82,6.9,16.2,19.6,,2023-24
Zach LaVine,SG,CHI,25,6.8,15,19.5,,2023-24
Devin Vassell,SG,SAS,68,7.3,15.5,19.5,,2023-24
Domantas Sabonis,C,SAC,82,7.7,13,19.4,,2023-24
Bam Adebayo,C,MIA,71,7.5,14.3,19.3,,2023-24
Coby White,PG,CHI,79,6.8,15.3,19.1,,2023-24
Jalen Williams,PF,OKC,71,7.5,14,19.1,,2023-24
Collin Sexton,SG,UTA,78,6.5,13.3,18.7,,2023-24
Bradley Beal,SG,PHO,53,7.1,13.9,18.2,,2023-24
Darius Garland,PG,CLE,57,6.6,14.8,18,,2023-24
D'Angelo Russell,PG,LAL,76,6.5,14.2,18,,2023-24
Nikola Vučević,C,CHI,76,7.7,15.9,18,,2023-24
Klay Thompson,SF,GSW,77,6.4,14.7,17.9,,2023-24
Jordan Poole,SG,WAS,78,6.3,15.2,17.4,,2023-24
Fred VanVleet,PG,HOU,73,5.8,13.9,17.4,,2023-24
Brandon Miller,SF,CHO,74,6.4,14.6,17.3,,2023-24
Tobias Harris,PF,PHI,70,6.6,13.6,17.2,,2023-24
Jordan Clarkson,SG,UTA,55,6.1,14.8,17.1,,2023-24
Myles Turner,C,IND,77,6.2,11.8,17.1,,2023-24
Immanuel Quickley,SG,2TM,68,5.7,13.1,17,,2023-24
Immanuel Quickley,SG,2TM,68,5.7,13.1,17,,2023-24
Immanuel Quickley,SG,2TM,68,5.7,13.1,17,,2023-24
Immanuel Quickley,SG,NYK,30,5.1,11.2,15,,2023-24
Immanuel Quickley,SG,NYK,30,5.1,11.2,15,,2023-24
Immanuel Quickley,SG,NYK,30,5.1,11.2,15,,2023-24
Immanuel Quickley,PG,TOR,38,6.2,14.7,18.6,,2023-24
Immanuel Quickley,PG,TOR,38,6.2,14.7,18.6,,2023-24
Immanuel Quickley,PG,TOR,38,6.2,14.7,18.6,,2023-24
Bogdan Bogdanović,SG,ATL,79,6,13.9,16.9,,2023-24
Deandre Ayton,C,POR,55,7.8,13.6,16.7,,2023-24
Michael Porter Jr.,SF,DEN,81,6.4,13.3,16.7,,2023-24
James Harden,PG,LAC,72,4.9,11.4,16.6,,2023-24
Jarrett Allen,C,CLE,77,6.7,10.6,16.5,,2023-24
Chet Holmgren,C,OKC,82,6.2,11.6,16.5,,2023-24
Jonathan Kuminga,PF,GSW,74,6.2,11.6,16.1,,2023-24
Jalen Johnson,SF,ATL,56,6.4,12.5,16,,2023-24
Austin Reaves,SG,LAL,82,5.6,11.5,15.9,,2023-24
Shaedon Sharpe,SG,POR,32,5.5,13.6,15.9,,2023-24
Malcolm Brogdon,PG,POR,39,5.6,12.7,15.7,,2023-24
Keldon Johnson,SF,SAS,69,5.7,12.5,15.7,,2023-24
Evan Mobley,PF,CLE,50,6.4,11,15.7,,2023-24
De'Andre Hunter,SF,ATL,57,5.3,11.6,15.6,,2023-24
Donte DiVincenzo,SG,NYK,81,5.5,12.4,15.5,,2023-24
Jaden Ivey,SG,DET,77,5.4,12.6,15.4,,2023-24
Malik Monk,SG,SAC,72,5.5,12.4,15.4,,2023-24
Kelly Oubre Jr.,SF,PHI,68,5.7,12.9,15.4,,2023-24
Bojan Bogdanović,PF,2TM,57,5.4,11.9,15.2,,2023-24
Bojan Bogdanović,PF,2TM,57,5.4,11.9,15.2,,2023-24
Bojan Bogdanović,PF,2TM,57,5.4,11.9,15.2,,2023-24
Bojan Bogdanović,PF,DET,28,7.1,15.2,20.2,,2023-24
Bojan Bogdanović,PF,DET,28,7.1,15.2,20.2,,2023-24
Bojan Bogdanović,PF,DET,28,7.1,15.2,20.2,,2023-24
Bojan Bogdanović,SF,NYK,29,3.8,8.8,10.4,,2023-24
Bojan Bogdanović,SF,NYK,29,3.8,8.8,10.4,,2023-24
Bojan Bogdanović,SF,NYK,29,3.8,8.8,10.4,,2023-24
Keegan Murray,SF,SAC,77,5.8,12.7,15.2,,2023-24
Derrick White,SG,BOS,73,5.3,11.5,15.2,,2023-24
John Collins,PF,UTA,68,5.8,11,15.1,,2023-24
Khris Middleton,SF,MIL,55,5.8,11.7,15.1,,2023-24
Trey Murphy III,SF,NOP,57,4.8,10.9,14.8,,2023-24
OG Anunoby,SF,2TM,50,5.6,11.5,14.7,,2023-24
OG Anunoby,SF,2TM,50,5.6,11.5,14.7,,2023-24
OG Anunoby,SF,2TM,50,5.6,11.5,14.7,,2023-24
OG Anunoby,SF,TOR,27,5.8,11.9,15.1,,2023-24
OG Anunoby,SF,TOR,27,5.8,11.9,15.1,,2023-24
OG Anunoby,SF,TOR,27,5.8,11.9,15.1,,2023-24
OG Anunoby,SF,NYK,23,5.4,11.1,14.1,,2023-24
OG Anunoby,SF,NYK,23,5.4,11.1,14.1,,2023-24
OG Anunoby,SF,NYK,23,5.4,11.1,14.1,,2023-24
Deni Avdija,SF,WAS,75,5.4,10.7,14.7,,2023-24
GG Jackson II,PF,MEM,48,5,11.7,14.6,,2023-24
Bennedict Mathurin,SF,IND,59,5,11.2,14.5,,2023-24
Marcus Smart,PG,MEM,20,5.1,11.9,14.5,,2023-24
Tim Hardaway Jr.,SF,DAL,79,5,12.4,14.4,,2023-24
Dennis Schröder,PG,2TM,80,5,11.6,14,,2023-24
Dennis Schröder,PG,2TM,80,5,11.6,14,,2023-24
Dennis Schröder,PG,2TM,80,5,11.6,14,,2023-24
Dennis Schröder,PG,TOR,51,4.8,11,13.7,,2023-24
Dennis Schröder,PG,TOR,51,4.8,11,13.7,,2023-24
Dennis Schröder,PG,TOR,51,4.8,11,13.7,,2023-24
Dennis Schröder,PG,BRK,29,5.4,12.7,14.6,,2023-24
Dennis Schröder,PG,BRK,29,5.4,12.7,14.6,,2023-24
Dennis Schröder,PG,BRK,29,5.4,12.7,14.6,,2023-24
Rudy Gobert,C,MIN,76,5.3,8.1,14,,2023-24
Scoot Henderson,PG,POR,62,5,12.9,14,,2023-24
Caris LeVert,SG,CLE,68,5.1,12.1,14,,2023-24
Aaron Gordon,PF,DEN,73,5.5,9.8,13.9,,2023-24
Norman Powell,SG,LAC,76,4.9,10.1,13.9,,2023-24
Jalen Duren,C,DET,61,5.7,9.2,13.8,,2023-24
Bobby Portis,PF,MIL,82,5.7,11.2,13.8,,2023-24
Saddiq Bey,SF,ATL,63,4.6,11.1,13.7,,2023-24
Jabari Smith Jr.,PF,HOU,76,5,11,13.7,,2023-24
Gary Trent Jr.,SG,TOR,71,5.1,11.9,13.7,,2023-24
Rui Hachimura,PF,LAL,68,5.3,9.9,13.6,,2023-24
Grayson Allen,SG,PHO,75,4.5,9.1,13.5,,2023-24
Naz Reid,PF,MIN,81,5,10.5,13.5,,2023-24
Cameron Johnson,PF,BRK,58,4.8,10.7,13.4,,2023-24
Corey Kispert,SF,WAS,80,4.8,9.9,13.4,,2023-24
Andrew Wiggins,SF,GSW,71,5,11,13.2,,2023-24
Keyonte George,PG,UTA,75,4.3,10.9,13,,2023-24
P.J. Washington,PF,2TM,73,4.8,11.1,12.9,,2023-24
P.J. Washington,PF,2TM,73,4.8,11.1,12.9,,2023-24
P.J. Washington,PF,2TM,73,4.8,11.1,12.9,,2023-24
P.J. Washington,PF,CHO,44,5.2,11.6,13.6,,2023-24
P.J. Washington,PF,CHO,44,5.2,11.6,13.6,,2023-24
P.J. Washington,PF,CHO,44,5.2,11.6,13.6,,2023-24
P.J. Washington,PF,DAL,29,4.4,10.4,11.7,,2023-24
P.J. Washington,PF,DAL,29,4.4,10.4,11.7,,2023-24
P.J. Washington,PF,DAL,29,4.4,10.4,11.7,,2023-24
Scotty Pippen Jr.,PG,MEM,21,4.8,9.7,12.9,,2023-24
Duncan Robinson,SF,MIA,68,4.5,9.9,12.9,,2023-24
Dillon Brooks,SF,HOU,72,4.6,10.7,12.7,,2023-24
Mark Williams,C,CHO,19,5.2,7.9,12.7,,2023-24
Jalen Suggs,SG,ORL,75,4.5,9.5,12.6,,2023-24
Jrue Holiday,PG,BOS,69,4.8,10,12.5,,2023-24
Brook Lopez,C,MIL,79,4.6,9.6,12.5,,2023-24
Josh Giddey,SG,OKC,80,5,10.6,12.3,,2023-24
Cam Whitmore,SF,HOU,47,4.5,9.9,12.3,,2023-24
Harrison Barnes,PF,SAC,82,4.2,8.9,12.2,,2023-24
Ayo Dosunmu,SG,CHI,76,4.7,9.5,12.2,,2023-24
Javonte Green,SF,CHI,9,5,8.3,12.2,,2023-24
Aaron Nesmith,SF,IND,72,4.4,8.8,12.2,,2023-24
Max Strus,SF,CLE,70,4.3,10.4,12.2,,2023-24
Jonas Valančiūnas,C,NOP,82,4.9,8.8,12.2,,2023-24
Buddy Hield,SF,2TM,84,4.4,10.1,12.1,,2023-24
Buddy Hield,SF,2TM,84,4.4,10.1,12.1,,2023-24
Buddy Hield,SF,2TM,84,4.4,10.1,12.1,,2023-24
Buddy Hield,SF,IND,52,4.4,9.9,12,,2023-24
Buddy Hield,SF,IND,52,4.4,9.9,12,,2023-24
Buddy Hield,SF,IND,52,4.4,9.9,12,,2023-24
Buddy Hield,SG,PHI,32,4.4,10.4,12.2,,2023-24
Buddy Hield,SG,PHI,32,4.4,10.4,12.2,,2023-24
Buddy Hield,SG,PHI,32,4.4,10.4,12.2,,2023-24
Tyus Jones,PG,WAS,66,4.9,10.1,12,,2023-24
Jaime Jaquez Jr.,SF,MIA,75,4.5,9.3,11.9,,2023-24
Nic Claxton,C,BRK,71,5.2,8.2,11.8,,2023-24
Marvin Bagley III,C,2TM,50,4.8,8.2,11.7,,2023-24
Marvin Bagley III,C,2TM,50,4.8,8.2,11.7,,2023-24
Marvin Bagley III,C,2TM,50,4.8,8.2,11.7,,2023-24
Marvin Bagley III,C,DET,26,4.1,7,10.2,,2023-24
Marvin Bagley III,C,DET,26,4.1,7,10.2,,2023-24
Marvin Bagley III,C,DET,26,4.1,7,10.2,,2023-24
Marvin Bagley III,C,WAS,24,5.5,9.5,13.3,,2023-24
Marvin Bagley III,C,WAS,24,5.5,9.5,13.3,,2023-24
Marvin Bagley III,C,WAS,24,5.5,9.5,13.3,,2023-24
Ivica Zubac,C,LAC,68,5,7.6,11.7,,2023-24
Cole Anthony,PG,ORL,81,4.1,9.4,11.6,,2023-24
Jeremy Sochan,PF,SAS,74,4.6,10.5,11.6,,2023-24
Clint Capela,C,ATL,73,4.8,8.5,11.5,,2023-24
Mike Conley,PG,MIN,76,3.9,8.5,11.4,,2023-24
Malik Beasley,SG,MIL,79,4.1,9.1,11.3,,2023-24
Brandon Clarke,PF,MEM,6,5.5,9.8,11.3,,2023-24
Zach Collins,C,SAS,69,4.3,8.9,11.2,,2023-24
De'Anthony Melton,SG,PHI,38,3.7,9.5,11.1,,2023-24
Jakob Poeltl,C,TOR,50,5,7.6,11.1,,2023-24
Russell Westbrook,PG,LAC,68,4.4,9.8,11.1,,2023-24
Daniel Gafford,PF,2TM,74,4.7,6.5,11,,2023-24
Daniel Gafford,PF,2TM,74,4.7,6.5,11,,2023-24
Daniel Gafford,PF,2TM,74,4.7,6.5,11,,2023-24
Daniel Gafford,C,WAS,45,4.5,6.5,10.9,,2023-24
Daniel Gafford,C,WAS,45,4.5,6.5,10.9,,2023-24
Daniel Gafford,C,WAS,45,4.5,6.5,10.9,,2023-24
Daniel Gafford,PF,DAL,29,5,6.4,11.2,,2023-24
Daniel Gafford,PF,DAL,29,5,6.4,11.2,,2023-24
Daniel Gafford,PF,DAL,29,5,6.4,11.2,,2023-24
Wendell Carter Jr.,C,ORL,55,4.1,7.7,11,,2023-24
Eric Gordon,SG,PHO,68,4,9.1,11,,2023-24
Herbert Jones,SF,NOP,76,3.9,7.7,11,,2023-24
Luke Kennard,SG,MEM,39,3.6,8.1,11,,2023-24
Luguentz Dort,SF,OKC,79,3.6,8.3,10.9,,2023-24
Jusuf Nurkić,C,PHO,76,4.2,8.3,10.9,,2023-24
Isaiah Stewart,PF,DET,46,4,8.3,10.9,,2023-24
Moritz Wagner,C,ORL,80,4.2,6.9,10.9,,2023-24
Bruce Brown,SG,2TM,67,4.1,8.7,10.8,,2023-24
Bruce Brown,SG,2TM,67,4.1,8.7,10.8,,2023-24
Bruce Brown,SG,2TM,67,4.1,8.7,10.8,,2023-24
Bruce Brown,SG,IND,33,4.5,9.5,12.1,,2023-24
Bruce Brown,SG,IND,33,4.5,9.5,12.1,,2023-24
Bruce Brown,SG,IND,33,4.5,9.5,12.1,,2023-24
Bruce Brown,PG,TOR,34,3.8,7.9,9.6,,2023-24
Bruce Brown,PG,TOR,34,3.8,7.9,9.6,,2023-24
Bruce Brown,PG,TOR,34,3.8,7.9,9.6,,2023-24
Jake LaRavia,PF,MEM,35,3.4,8.7,10.8,,2023-24
Santi Aldama,PF,MEM,61,4,9.3,10.7,,2023-24
Simone Fontecchio,SF,2TM,66,3.8,8.3,10.5,,2023-24
Simone Fontecchio,SF,2TM,66,3.8,8.3,10.5,,2023-24
Simone Fontecchio,SF,2TM,66,3.8,8.3,10.5,,2023-24
Simone Fontecchio,SF,UTA,50,3.2,7.2,8.9,,2023-24
Simone Fontecchio,SF,UTA,50,3.2,7.2,8.9,,2023-24
Simone Fontecchio,SF,UTA,50,3.2,7.2,8.9,,2023-24
Simone Fontecchio,SF,DET,16,5.7,11.9,15.4,,2023-24
Simone Fontecchio,SF,DET,16,5.7,11.9,15.4,,2023-24
Simone Fontecchio,SF,DET,16,5.7,11.9,15.4,,2023-24
Spencer Dinwiddie,PG,2TM,76,3.3,8.4,10.5,,2023-24
Spencer Dinwiddie,PG,2TM,76,3.3,8.4,10.5,,2023-24
Spencer Dinwiddie,PG,2TM,76,3.3,8.4,10.5,,2023-24
Spencer Dinwiddie,PG,BRK,48,4.1,10.4,12.6,,2023-24
Spencer Dinwiddie,PG,BRK,48,4.1,10.4,12.6,,2023-24
Spencer Dinwiddie,PG,BRK,48,4.1,10.4,12.6,,2023-24
Spencer Dinwiddie,PG,LAL,28,2,5,6.8,,2023-24
Spencer Dinwiddie,PG,LAL,28,2,5,6.8,,2023-24
Spencer Dinwiddie,PG,LAL,28,2,5,6.8,,2023-24
Jaden McDaniels,SF,MIN,72,4.3,8.7,10.5,,2023-24
Alec Burks,SG,2TM,66,3.2,8.6,10.4,,2023-24
Alec Burks,SG,2TM,66,3.2,8.6,10.4,,2023-24
Alec Burks,SG,2TM,66,3.2,8.6,10.4,,2023-24
Alec Burks,SG,DET,43,3.7,9.4,12.6,,2023-24
Alec Burks,SG,DET,43,3.7,9.4,12.6,,2023-24
Alec Burks,SG,DET,43,3.7,9.4,12.6,,2023-24
Alec Burks,SG,NYK,23,2.2,7.1,6.5,,2023-24
Alec Burks,SG,NYK,23,2.2,7.1,6.5,,2023-24
Alec Burks,SG,NYK,23,2.2,7.1,6.5,,2023-24
Dalano Banton,PG,2TM,54,3.7,9.3,10.3,,2023-24
Dalano Banton,PG,2TM,54,3.7,9.3,10.3,,2023-24
Dalano Banton,PG,2TM,54,3.7,9.3,10.3,,2023-24
Dalano Banton,PG,BOS,24,0.8,2.1,2.3,,2023-24
Dalano Banton,PG,BOS,24,0.8,2.1,2.3,,2023-24
Dalano Banton,PG,BOS,24,0.8,2.1,2.3,,2023-24
Dalano Banton,PG,POR,30,6.1,15,16.7,,2023-24
Dalano Banton,PG,POR,30,6.1,15,16.7,,2023-24
Dalano Banton,PG,POR,30,6.1,15,16.7,,2023-24
Grant Williams,PF,2TM,76,3.6,8,10.3,,2023-24
Grant Williams,PF,2TM,76,3.6,8,10.3,,2023-24
Grant Williams,PF,2TM,76,3.6,8,10.3,,2023-24
Grant Williams,PF,DAL,47,2.8,6.7,8.1,,2023-24
Grant Williams,PF,DAL,47,2.8,6.7,8.1,,2023-24
Grant Williams,PF,DAL,47,2.8,6.7,8.1,,2023-24
Grant Williams,PF,CHO,29,5,9.9,13.9,,2023-24
Grant Williams,PF,CHO,29,5,9.9,13.9,,2023-24
Grant Williams,PF,CHO,29,5,9.9,13.9,,2023-24
Obi Toppin,PF,IND,82,4,7.1,10.3,,2023-24
Kevin Huerter,SG,SAC,64,3.9,8.8,10.2,,2023-24
Reggie Jackson,PG,DEN,82,4,9.2,10.2,,2023-24
T.J. McConnell,PG,IND,71,4.6,8.4,10.2,,2023-24
Onyeka Okongwu,C,ATL,55,4.1,6.6,10.2,,2023-24
Kentavious Caldwell-Pope,SG,DEN,76,3.6,7.7,10.1,,2023-24
Alex Caruso,SG,CHI,71,3.6,7.6,10.1,,2023-24
Talen Horton-Tucker,PG,UTA,51,3.6,9.1,10.1,,2023-24
Tre Jones,PG,SAS,77,3.9,7.8,10,,2023-24
Caleb Martin,SF,MIA,64,3.8,8.7,10,,2023-24
Patrick Williams,PF,CHI,43,3.7,8.3,10,,2023-24
Vince Williams Jr.,SG,MEM,52,3.3,7.3,10,,2023-24
Josh Richardson,SG,MIA,43,3.6,8.1,9.9,,2023-24
Jalen Smith,C,IND,61,3.8,6.5,9.9,,2023-24
Gordon Hayward,SF,2TM,51,3.7,7.9,9.8,,2023-24
Gordon Hayward,SF,2TM,51,3.7,7.9,9.8,,2023-24
Gordon Hayward,SF,2TM,51,3.7,7.9,9.8,,2023-24
Gordon Hayward,SF,CHO,25,5.6,11.9,14.5,,2023-24
Gordon Hayward,SF,CHO,25,5.6,11.9,14.5,,2023-24
Gordon Hayward,SF,CHO,25,5.6,11.9,14.5,,2023-24
Gordon Hayward,SF,OKC,26,1.8,4.1,5.3,,2023-24
Gordon Hayward,SF,OKC,26,1.8,4.1,5.3,,2023-24
Gordon Hayward,SF,OKC,26,1.8,4.1,5.3,,2023-24
Kelly Olynyk,C,2TM,78,3.5,6.4,9.8,,2023-24
Kelly Olynyk,C,2TM,78,3.5,6.4,9.8,,2023-24
Kelly Olynyk,C,2TM,78,3.5,6.4,9.8,,2023-24
Kelly Olynyk,C,UTA,50,2.9,5.2,8.1,,2023-24
Kelly Olynyk,C,UTA,50,2.9,5.2,8.1,,2023-24
Kelly Olynyk,C,UTA,50,2.9,5.2,8.1,,2023-24
Kelly Olynyk,C,TOR,28,4.7,8.5,12.7,,2023-24
Kelly Olynyk,C,TOR,28,4.7,8.5,12.7,,2023-24
Kelly Olynyk,C,TOR,28,4.7,8.5,12.7,,2023-24
Tari Eason,PF,HOU,22,4,8.6,9.8,,2023-24
Nick Richards,C,CHO,67,3.9,5.6,9.7,,2023-24
Lonnie Walker IV,SG,BRK,58,3.6,8.5,9.7,,2023-24
Payton Pritchard,PG,BOS,82,3.6,7.7,9.6,,2023-24
Amen Thompson,SF,HOU,62,3.9,7.2,9.5,,2023-24
Josh Hart,SF,NYK,81,3.6,8.4,9.4,,2023-24
Georges Niang,PF,CLE,82,3.5,7.7,9.4,,2023-24
Isaac Okoro,SF,CLE,69,3.4,7,9.4,,2023-24
Tre Mann,PG,2TM,41,3.5,7.7,9.3,,2023-24
Tre Mann,PG,2TM,41,3.5,7.7,9.3,,2023-24
Tre Mann,PG,2TM,41,3.5,7.7,9.3,,2023-24
Tre Mann,PG,OKC,13,1.5,3.1,3.8,,2023-24
Tre Mann,PG,OKC,13,1.5,3.1,3.8,,2023-24
Tre Mann,PG,OKC,13,1.5,3.1,3.8,,2023-24
Tre Mann,PG,CHO,28,4.5,9.9,11.9,,2023-24
Tre Mann,PG,CHO,28,4.5,9.9,11.9,,2023-24
Tre Mann,PG,CHO,28,4.5,9.9,11.9,,2023-24
Malaki Branham,PG,SAS,75,3.6,8.4,9.2,,2023-24
Andrew Nembhard,PG,IND,68,3.8,7.7,9.2,,2023-24
Chris Paul,PG,GSW,58,3.6,8.1,9.2,,2023-24
Brandin Podziemski,SG,GSW,74,3.7,8.1,9.2,,2023-24
Duop Reath,C,POR,68,3.4,7.3,9.1,,2023-24
Sam Hauser,SF,BOS,79,3.2,7.1,9,,2023-24
Taurean Prince,PF,LAL,78,3.2,7.3,8.9,,2023-24
Jabari Walker,SF,POR,72,3.3,7.1,8.9,,2023-24
Dereck Lively II,C,DAL,55,4,5.4,8.8,,2023-24
Kevin Love,PF,MIA,55,2.9,6.5,8.8,,2023-24
Terance Mann,SG,LAC,75,3.4,6.6,8.8,,2023-24
Ausar Thompson,SF,DET,63,3.7,7.6,8.8,,2023-24
Draymond Green,PF,GSW,55,3.4,6.8,8.6,,2023-24
Al Horford,C,BOS,65,3.3,6.4,8.6,,2023-24
Derrick Jones Jr.,SF,DAL,76,3.1,6.5,8.6,,2023-24
Gradey Dick,SG,TOR,60,3.2,7.4,8.5,,2023-24
Dorian Finney-Smith,PF,BRK,68,3.2,7.5,8.5,,2023-24
Tristan Vukcevic,C,WAS,10,2.9,6.7,8.5,,2023-24
Bilal Coulibaly,SF,WAS,63,3,6.9,8.4,,2023-24
Andre Drummond,C,CHI,79,3.4,6.1,8.4,,2023-24
Miles McBride,PG,NYK,68,3,6.7,8.3,,2023-24
Marcus Sasser,PG,DET,71,3.1,7.2,8.3,,2023-24
Josh Green,SG,DAL,57,3.1,6.6,8.2,,2023-24
Isaiah Joe,SG,OKC,78,2.8,6.2,8.2,,2023-24
Ziaire Williams,SF,MEM,51,2.9,7.4,8.2,,2023-24
Kyle Lowry,PG,2TM,60,2.7,6.3,8.1,,2023-24
Kyle Lowry,PG,2TM,60,2.7,6.3,8.1,,2023-24
Kyle Lowry,PG,2TM,60,2.7,6.3,8.1,,2023-24
Kyle Lowry,PG,MIA,37,2.8,6.5,8.2,,2023-24
Kyle Lowry,PG,MIA,37,2.8,6.5,8.2,,2023-24
Kyle Lowry,PG,MIA,37,2.8,6.5,8.2,,2023-24
Kyle Lowry,PG,PHI,23,2.6,5.9,8,,2023-24
Kyle Lowry,PG,PHI,23,2.6,5.9,8,,2023-24
Kyle Lowry,PG,PHI,23,2.6,5.9,8,,2023-24
Walker Kessler,C,UTA,64,3.6,5.5,8.1,,2023-24
Moses Moody,SG,GSW,66,2.9,6.4,8.1,,2023-24
Nickeil Alexander-Walker,SG,MIN,82,2.9,6.6,8,,2023-24
Sam Merrill,SG,CLE,61,2.6,6.4,8,,2023-24
Derrick Rose,PG,MEM,24,3.2,6.9,8,,2023-24
Dario Šarić,C,GSW,64,2.8,6.1,8,,2023-24
Trayce Jackson-Davis,PF,GSW,68,3.4,4.9,7.9,,2023-24
Dante Exum,PG,DAL,55,2.9,5.5,7.8,,2023-24
Markelle Fultz,PG,ORL,43,3.6,7.6,7.8,,2023-24
Isaiah Hartenstein,C,NYK,75,3.1,4.9,7.8,,2023-24
Jordan Hawkins,SG,NOP,67,2.6,6.8,7.8,,2023-24
Royce O'Neale,SF,2TM,79,2.7,6.8,7.7,,2023-24
Royce O'Neale,SF,2TM,79,2.7,6.8,7.7,,2023-24
Royce O'Neale,SF,2TM,79,2.7,6.8,7.7,,2023-24
Royce O'Neale,SF,BRK,49,2.6,6.6,7.4,,2023-24
Royce O'Neale,SF,BRK,49,2.6,6.6,7.4,,2023-24
Royce O'Neale,SF,BRK,49,2.6,6.6,7.4,,2023-24
Royce O'Neale,SF,PHO,30,2.9,7.1,8.1,,2023-24
Royce O'Neale,SF,PHO,30,2.9,7.1,8.1,,2023-24
Royce O'Neale,SF,PHO,30,2.9,7.1,8.1,,2023-24
RaiQuan Gray,PF,SAS,3,3.3,5.7,7.7,,2023-24
Nikola Jović,PF,MIA,46,2.8,6.1,7.7,,2023-24
Precious Achiuwa,PF,2TM,74,3.2,6.3,7.6,,2023-24
